,Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6,Choice_7,Choice_8,Choice_9,Choice_10,Choice_11,Choice_12,Choice_13,Choice_14,Choice_15,Choice_16,Choice_17,Choice_18,Choice_19,Choice_20,Choice_21,Choice_22,Choice_23,Choice_24,Choice_25,Choice_26,Choice_27,Choice_28,Choice_29,Choice_30,Choice_31,Choice_32,Choice_33,Choice_34,Choice_35,Choice_36,Choice_37,Choice_38,Choice_39,Choice_40,Choice_41,Choice_42,Choice_43,Choice_44,Choice_45,Choice_46,Choice_47,Choice_48,Choice_49,Choice_50,Choice_51,Choice_52,Choice_53,Choice_54,Choice_55,Choice_56,Choice_57,Choice_58,Choice_59,Choice_60,Choice_61,Choice_62,Choice_63,Choice_64,Choice_65,Choice_66,Choice_67,Choice_68,Choice_69,Choice_70,Choice_71,Choice_72,Choice_73,Choice_74,Choice_75,Choice_76,Choice_77,Choice_78,Choice_79,Choice_80,Choice_81,Choice_82,Choice_83,Choice_84,Choice_85,Choice_86,Choice_87,Choice_88,Choice_89,Choice_90,Choice_91,Choice_92,Choice_93,Choice_94,Choice_95,Choice_96,Choice_97,Choice_98,Choice_99,Choice_100,Subj,Study
186,1,1,2,2,3,3,4,4,1,2,2,3,4,4,2,2,2,2,2,2,1,2,4,4,2,2,2,2,2,2,1,3,3,2,3,1,1,3,4,4,4,4,3,3,3,3,1,1,1,2,2,1,1,2,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,187,Maia
187,1,1,4,2,3,2,1,2,2,2,2,4,3,2,2,2,2,1,1,2,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,188,Maia
188,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,1,2,4,4,2,4,1,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,1,1,1,3,3,3,2,2,2,4,2,2,2,2,2,2,2,4,4,1,4,2,2,2,2,2,2,1,1,1,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,2,2,2,2,4,2,2,4,4,2,3,3,3,3,189,Maia
189,2,2,1,3,4,1,2,1,2,2,2,2,4,2,2,1,1,2,2,2,3,4,2,2,1,2,1,3,4,4,2,2,2,1,4,4,4,4,1,1,3,2,2,2,2,2,4,3,1,1,3,2,3,4,3,1,2,3,4,2,2,1,1,2,2,1,3,3,3,3,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,4,2,2,2,4,2,2,4,2,2,2,2,190,Maia
190,3,1,1,1,3,3,1,4,4,4,4,4,4,2,2,2,2,2,2,2,2,4,2,3,2,4,1,3,4,2,4,2,1,3,3,1,4,2,3,1,2,4,1,3,2,4,1,3,1,4,3,1,4,2,4,1,3,2,2,2,3,1,4,2,2,4,1,3,3,1,2,4,1,3,4,1,2,2,4,1,2,4,1,3,1,1,4,2,2,2,2,4,1,3,1,4,2,2,4,1,191,Maia
191,2,1,3,4,1,1,2,2,4,3,1,2,3,1,2,2,1,1,2,3,2,1,4,3,3,3,2,1,4,2,2,1,2,4,2,4,2,2,1,1,4,2,4,4,4,1,2,1,4,3,4,4,2,4,4,4,4,3,2,4,4,4,4,4,2,4,2,2,2,2,4,1,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,2,2,4,4,2,1,1,2,1,2,2,4,4,192,Maia
192,1,4,2,3,3,4,2,1,4,1,4,3,2,2,4,2,2,2,2,2,4,3,1,1,1,4,2,3,3,1,1,4,2,3,1,4,3,3,3,3,3,1,3,4,4,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,193,Maia
193,2,2,2,2,2,2,2,2,2,3,4,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,194,Maia
194,1,1,1,1,1,1,3,3,3,3,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,4,4,2,1,3,2,2,1,1,2,2,4,1,4,4,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3,3,4,3,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,195,Maia
195,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,2,2,2,2,2,2,2,4,3,2,2,4,1,2,2,3,4,3,2,4,3,4,3,1,1,1,3,1,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,196,Maia
196,3,3,3,2,2,2,2,2,4,4,1,1,1,2,2,2,4,2,1,1,4,2,1,3,4,2,1,2,4,4,3,1,1,4,4,4,2,1,3,2,2,1,4,4,3,2,1,3,2,1,4,4,1,4,2,1,2,3,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,1,1,1,3,4,4,4,2,2,4,4,4,2,2,2,2,2,2,2,2,197,Maia
197,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,198,Maia
198,2,2,2,2,2,2,2,2,2,1,1,4,3,4,1,2,2,2,2,2,1,2,4,3,1,2,4,3,1,2,4,2,4,4,4,4,4,1,2,2,2,2,2,2,3,1,1,1,2,2,1,3,1,2,2,3,3,3,3,3,1,1,1,1,1,2,3,3,3,3,1,1,1,1,3,1,4,1,1,3,1,1,3,1,3,1,1,3,1,1,2,4,1,3,3,3,3,3,3,3,199,Maia
199,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,1,1,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,200,Maia
200,1,1,1,3,4,2,4,3,2,4,3,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,3,4,4,3,4,4,4,4,2,2,4,1,4,3,4,2,4,3,1,4,4,3,1,4,3,4,4,4,3,4,4,3,4,2,2,2,4,4,4,3,4,3,3,3,1,3,3,3,3,3,3,4,2,2,2,2,2,2,2,2,4,4,4,4,4,1,4,1,1,1,201,Maia
201,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,1,3,3,1,1,3,3,1,3,2,2,2,2,2,2,2,4,4,4,2,1,1,1,4,1,3,3,3,2,202,Maia
202,2,4,1,3,2,3,4,1,4,1,2,3,1,4,4,4,3,2,1,4,4,3,2,1,2,3,2,2,4,1,4,2,1,3,1,2,4,3,2,2,3,2,4,1,3,4,2,2,2,4,1,4,3,4,2,4,3,4,1,2,3,4,4,2,2,2,1,4,4,4,3,4,3,3,2,1,2,3,4,4,4,3,1,2,2,2,4,3,4,3,3,4,4,4,3,1,2,4,4,4,203,Maia
203,4,1,2,3,2,1,4,3,1,2,4,3,2,2,2,4,2,2,2,1,4,1,3,4,4,4,3,4,4,2,3,2,2,2,2,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,204,Maia
204,3,4,2,1,2,1,2,1,2,2,2,2,2,2,4,3,4,2,1,3,1,1,1,1,2,4,3,1,2,2,3,4,2,1,3,4,3,4,4,4,4,3,4,2,1,3,4,2,1,1,3,4,2,1,3,4,2,1,3,4,1,1,1,2,4,3,3,4,1,2,1,2,2,1,2,2,2,1,2,1,3,4,2,1,1,1,2,3,2,4,4,4,4,3,3,3,3,2,1,2,205,Maia
205,1,1,1,1,1,1,2,2,2,3,3,4,4,4,3,3,2,2,2,2,2,2,4,4,2,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,206,Maia
206,2,2,2,2,2,2,2,2,2,4,3,1,2,1,3,4,1,2,3,4,4,4,4,4,2,1,4,2,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,1,4,3,1,3,2,4,3,4,207,Maia
207,2,3,4,1,1,4,2,1,2,3,4,2,2,2,4,2,2,3,4,1,3,2,3,4,4,4,1,4,1,3,3,4,1,2,3,2,3,4,2,3,3,4,3,4,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,3,1,4,3,3,4,4,4,4,4,3,3,3,3,4,1,1,4,3,2,2,3,3,3,3,3,3,4,3,4,3,3,4,4,3,3,3,3,4,4,4,208,Maia
208,2,4,1,3,2,1,4,3,1,1,2,2,2,2,3,3,3,1,1,2,1,2,2,2,3,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,3,3,2,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,209,Maia
209,2,2,2,2,2,2,2,2,2,4,4,4,4,4,1,1,1,1,1,1,3,3,3,3,2,4,4,4,4,4,1,4,3,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,210,Maia
210,2,3,4,1,2,3,1,2,1,4,3,2,4,2,4,2,1,4,1,2,2,2,4,3,4,3,2,2,2,4,2,2,2,2,2,2,2,4,3,1,4,1,3,2,1,1,4,2,2,2,2,2,2,2,2,2,2,4,3,4,4,4,2,3,4,2,2,2,2,2,2,2,2,3,1,4,3,4,3,4,3,4,3,1,1,1,4,4,4,4,3,4,4,3,3,3,3,3,4,4,211,Maia
211,4,3,2,2,1,1,2,1,2,2,2,2,2,4,3,2,1,2,2,2,1,1,1,1,2,3,4,4,2,2,2,2,2,3,2,1,2,1,2,2,2,2,2,2,4,4,3,3,3,3,3,3,3,3,3,2,2,2,4,4,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,212,Maia
212,4,4,4,4,4,4,4,4,4,1,1,3,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,2,3,2,1,2,4,3,1,3,1,1,2,2,4,2,2,4,1,3,4,3,1,2,2,1,2,3,1,1,1,1,2,4,4,4,4,4,3,4,2,1,3,3,3,3,4,2,4,3,4,2,1,2,4,1,2,4,4,3,2,1,2,1,3,4,4,3,213,Maia
213,1,4,3,3,1,1,4,2,2,1,1,2,4,2,2,2,2,3,4,2,2,4,4,2,4,4,4,4,3,1,3,3,3,4,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,214,Maia
214,3,2,1,4,2,1,2,1,2,2,2,2,2,2,3,4,3,4,4,4,3,1,1,3,4,3,4,3,4,4,4,3,3,2,2,3,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,215,Maia
215,3,3,4,2,1,1,4,2,4,3,3,4,4,2,1,1,4,4,4,2,4,4,4,4,4,4,2,2,2,2,3,3,3,1,1,1,1,1,2,2,4,2,1,3,1,2,4,1,2,4,4,4,4,3,3,2,1,3,3,3,3,3,3,3,1,1,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,3,3,1,1,1,216,Maia
216,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,4,1,2,4,1,2,3,3,3,4,4,1,2,3,4,1,2,3,2,2,4,2,3,1,4,2,3,4,1,2,4,3,2,1,4,2,3,4,2,3,4,1,3,2,4,3,2,4,3,3,4,3,2,3,2,4,3,2,4,3,4,3,2,4,3,4,2,3,3,3,217,Maia
217,1,4,3,2,1,2,1,2,2,2,2,2,2,4,3,4,3,4,2,4,4,4,4,4,4,3,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,218,Maia
218,2,2,2,2,2,2,2,3,4,1,1,2,1,2,3,3,4,4,1,2,1,1,2,1,4,4,2,2,1,2,4,2,2,2,2,4,1,1,4,4,4,4,1,1,4,3,3,4,4,1,4,4,4,4,4,1,2,4,4,4,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,219,Maia
219,2,2,3,3,1,4,2,2,1,2,1,2,2,2,2,2,2,2,2,3,2,1,1,1,4,4,4,3,4,4,4,3,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,3,3,4,3,3,3,3,3,3,4,3,3,3,4,3,4,1,3,3,3,4,3,3,3,4,3,3,4,3,3,3,4,4,3,3,3,220,Maia
220,1,3,4,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,3,2,2,2,2,2,2,1,1,4,4,4,4,4,4,4,4,4,3,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,3,3,3,3,3,1,4,4,4,4,3,3,221,Maia
221,2,3,4,1,3,2,1,3,4,2,1,3,2,2,1,3,2,3,4,1,1,2,2,3,1,1,2,3,3,2,4,2,3,2,1,4,3,4,2,2,3,2,1,1,3,2,4,2,2,3,1,4,3,2,2,1,3,2,4,1,2,3,2,2,1,4,4,3,1,3,4,2,2,2,3,4,1,3,3,4,2,2,3,1,2,2,3,4,2,3,4,1,2,2,3,2,1,3,1,3,222,SteingroverInPrep
222,2,3,4,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,3,4,1,2,2,2,2,1,1,3,4,4,4,2,3,2,1,3,4,4,3,2,2,1,4,3,2,1,4,3,2,1,3,2,4,3,3,2,2,1,1,1,1,2,2,2,3,4,1,2,1,3,4,4,3,2,1,3,4,3,4,3,2,2,4,4,4,4,4,3,4,4,4,4,3,2,2,1,2,3,4,223,SteingroverInPrep
223,1,2,3,4,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,224,SteingroverInPrep
224,2,3,2,3,2,2,2,2,2,2,2,2,3,4,4,4,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,225,SteingroverInPrep
225,2,3,4,1,2,2,3,1,4,2,1,3,2,2,2,2,2,2,2,1,4,3,2,2,2,1,3,2,4,2,2,2,2,1,3,2,2,2,2,2,2,2,3,1,2,2,3,1,2,3,2,2,3,2,4,3,2,2,2,2,1,2,1,2,2,2,1,2,1,2,3,2,2,2,2,2,2,3,1,2,3,4,3,3,3,4,2,2,2,3,1,2,2,2,2,2,1,2,3,2,226,SteingroverInPrep
226,3,2,4,1,2,2,2,2,2,2,2,2,4,2,3,1,1,1,4,4,4,3,3,3,3,3,3,3,3,3,4,4,2,2,2,2,3,4,2,3,4,4,4,1,2,2,2,2,2,2,2,2,2,3,4,4,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,1,1,4,4,4,4,2,2,2,2,4,2,4,4,2,2,2,4,4,4,2,2,2,2,4,2,2,2,227,SteingroverInPrep
227,3,1,3,3,1,1,2,2,4,3,3,2,1,3,3,3,4,3,4,3,3,3,3,3,4,3,4,4,4,4,4,3,3,4,3,3,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,4,2,3,3,4,2,4,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,2,2,2,2,2,2,3,4,2,4,3,4,3,228,SteingroverInPrep
228,1,2,3,4,2,2,1,3,3,3,4,4,4,4,4,4,4,4,4,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,229,SteingroverInPrep
229,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,230,SteingroverInPrep
230,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,2,4,4,4,4,2,4,4,4,4,4,2,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,231,SteingroverInPrep
231,1,1,2,3,3,3,3,4,4,4,4,4,1,4,4,4,4,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,1,1,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,232,SteingroverInPrep
232,2,2,3,3,1,1,4,4,4,2,2,3,3,1,1,4,4,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,233,SteingroverInPrep
233,2,3,2,3,2,1,2,4,2,3,3,3,1,1,2,2,2,4,2,2,2,2,2,2,2,3,1,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,3,3,2,2,2,2,1,1,1,1,1,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,234,SteingroverInPrep
234,2,2,2,1,3,4,4,4,3,2,1,2,1,1,2,1,1,2,4,1,1,4,4,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,4,4,4,2,2,2,2,1,1,1,1,2,2,2,4,4,235,SteingroverInPrep
235,1,2,3,4,1,2,2,4,2,2,2,2,1,1,3,2,2,4,2,4,2,3,1,2,1,2,2,1,2,4,2,2,2,2,2,1,2,2,2,2,2,4,4,4,4,4,4,4,3,2,2,4,2,4,2,4,2,3,1,2,4,1,2,2,4,3,3,3,3,4,1,4,1,4,4,2,4,2,2,2,2,4,1,1,3,2,4,3,2,2,4,4,4,4,4,4,4,4,2,3,236,SteingroverInPrep
236,2,4,1,3,2,2,2,2,2,2,4,2,2,2,1,3,4,2,2,2,2,4,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3,237,SteingroverInPrep
237,1,2,2,3,4,1,2,4,1,2,4,2,4,2,2,1,4,4,3,2,2,4,3,2,2,4,2,4,3,1,2,2,4,2,2,4,2,4,2,4,2,4,2,4,3,2,3,3,4,3,2,2,2,4,1,2,4,2,4,2,2,4,4,2,2,4,4,2,4,3,3,1,2,4,2,4,2,3,2,4,3,2,2,3,4,4,2,3,4,2,2,3,4,4,2,2,3,4,4,2,238,SteingroverInPrep
238,3,4,1,2,2,2,2,3,2,2,2,4,2,2,2,2,1,1,1,1,3,3,2,1,2,2,4,1,1,1,1,3,3,2,4,1,2,2,3,4,4,4,4,4,2,1,1,1,3,2,1,2,1,1,2,2,2,2,2,2,2,4,4,4,4,1,1,1,2,2,2,2,2,2,2,2,3,4,3,3,4,4,4,4,1,2,4,4,2,4,4,4,2,1,2,4,3,4,4,2,239,SteingroverInPrep
239,1,2,3,4,1,2,3,4,4,4,4,3,4,4,4,4,4,3,2,2,2,2,1,1,1,4,4,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,240,SteingroverInPrep
240,1,1,2,3,4,2,4,2,2,2,2,2,2,4,4,4,4,2,2,2,4,4,3,3,3,1,1,2,2,4,4,3,3,1,1,2,2,2,4,4,3,3,2,2,1,1,1,2,2,4,4,4,2,2,1,2,2,4,4,2,2,2,2,2,2,2,4,4,4,4,1,1,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,241,SteingroverInPrep
241,1,4,1,3,2,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,4,1,3,2,4,1,2,4,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,4,2,3,1,4,2,3,1,4,2,3,1,4,2,242,SteingroverInPrep
242,2,4,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,2,1,2,2,2,2,3,2,2,2,2,4,3,1,2,2,2,2,3,2,2,3,4,2,3,2,3,4,2,3,2,2,2,2,4,3,1,2,1,3,4,3,2,1,2,3,4,3,2,2,4,3,4,2,4,4,3,1,2,3,4,2,2,3,4,3,2,2,2,3,4,3,4,1,4,3,4,243,SteingroverInPrep
243,2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,4,3,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,3,2,2,4,1,1,2,1,2,2,3,2,2,2,2,244,SteingroverInPrep
244,1,1,2,3,4,4,4,4,4,4,1,4,4,2,4,4,2,4,2,2,4,4,2,2,4,2,2,4,4,2,2,4,2,2,4,4,2,2,4,2,2,4,4,2,2,4,2,2,4,4,4,2,2,4,4,1,2,2,4,4,2,2,4,1,4,4,3,4,4,2,3,3,4,4,2,2,4,4,3,3,2,2,4,2,2,4,4,2,4,4,2,2,2,2,4,4,3,3,1,2,245,SteingroverInPrep
245,2,1,3,3,3,4,2,1,2,3,4,4,4,2,2,2,2,2,2,2,4,4,3,4,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,4,3,3,1,1,1,1,1,1,1,1,1,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,246,SteingroverInPrep
246,3,2,3,2,3,2,2,2,1,2,4,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,3,2,2,2,2,2,3,3,2,3,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,2,2,3,2,3,247,SteingroverInPrep
247,2,1,3,4,2,3,1,4,1,2,3,3,3,4,4,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,3,3,3,3,4,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,3,3,3,3,248,SteingroverInPrep
248,2,2,3,1,1,4,1,2,3,2,2,4,3,2,1,1,2,2,4,3,1,2,3,2,1,2,3,4,4,3,2,1,1,2,3,2,2,2,2,2,2,3,2,2,2,4,3,3,4,4,1,4,1,2,2,2,2,3,3,1,2,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,4,4,2,2,2,2,2,3,2,2,2,2,3,2,2,2,1,2,2,2,1,2,2,4,249,SteingroverInPrep
